puzzle_id,puzzle_date,puzzle_answer,word_first_use,word_etymology,word_year_accurate,etym_clean,modern_english,obsolete_english,latin,french,iberia,italian,american_european_non_english,native_american,german,dutch,norse,other_germanic,afroasiatic_middle_east,greek,slavic,baltic,celtic,albanian,armenian,tocharian,western_asia,south_central_asia,eastern_asia,oceania
2,2021-06-21,SISSY,1879,sis,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2021-06-22,HUMPH,1803,imitative of a grunt,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,2021-07-30,CRAZY,1582,see craze entry 1,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,2021-08-04,CLUCK,1400,imitative,False,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,2021-09-03,FLICK,1400,imitative,False,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82,2021-09-09,BIOME,1916,bi- entry 2 + -ome,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83,2021-09-10,LAPEL,1789,diminutive of lap entry 1,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100,2021-09-27,BASIC,1842,base entry 1 + -ic entry 1,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,2021-10-11,HYPER,1942,short for hyperactive,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
123,2021-10-20,JAUNT,1592,derivative of jaunt entry 2,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
134,2021-10-31,CLICK,1400,probably imitative,False,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
139,2021-11-05,BLURT,1573,probably imitative,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
143,2021-11-09,FIXER,1601,fix entry 1 + -er entry 2,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
145,2021-11-11,ROGUE,1835,derivative of rogue entry 2,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,2021-11-14,PITHY,1529,see pith entry 1,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,2021-11-15,GAUDY,1582,gaud + -y entry 1,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,2021-11-21,RADIO,1887,short for radiotelegraphy,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
173,2021-12-09,RHINO,1628,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
174,2021-12-10,VIRAL,1937,vir(us) + -al entry 1,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
184,2021-12-20,BRAKE,1782,perhaps from obsolete brake bridle,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
192,2021-12-28,ASIDE,1300,see side entry 1,False,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
197,2022-01-02,BOOST,1801,of obscure origin,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
202,2022-01-07,SLUMP,1677,probably imitative,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
221,2022-01-26,WHACK,1719,probably imitative of the sound of a blow,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
238,2022-02-12,ULTRA,1818,ultra-,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
244,2022-02-18,DODGE,1575,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
249,2022-02-23,TROVE,1886,short for treasure trove,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
250,2022-02-24,BLOKE,1829,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
271,2022-03-17,MOVIE,1909,moving picture,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
276,2022-03-22,SLOSH,1814,probably blend of slop and slush,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
280,2022-03-26,EPOXY,1954,epi- + oxy,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
282,2022-03-28,FOUND,1758,from past participle of find entry 1,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
298,2022-04-13,CHUNK,1691,perhaps alteration of chuck short piece of wood,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
310,2022-04-25,ASKEW,1565,probably from a- entry 1 + skew,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
311,2022-04-26,HEIST,1778,variant of hoist entry 1,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328,2022-05-13,TIPSY,1577,tip entry 1 + -sy (as in tricksy ),True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
372,2022-06-26,RUSTY,1100,alteration of restive,False,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
375,2022-06-29,GAWKY,1759,gawk entry 1 + -y entry 1,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
382,2022-07-06,FLUFF,1790,perhaps blend of flue (fluff) and puff,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
383,2022-07-07,AGAPE,1667,a- entry 1 + gape entry 1,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
393,2022-07-17,WACKY,1930,perhaps from english dialect whacky fool,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
404,2022-07-28,STOMP,1803,by alteration,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
412,2022-08-05,BUGGY,1696,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
420,2022-08-13,HUNKY,1890,alteration of hungarian,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
425,2022-08-18,TWANG,1553,imitative,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
441,2022-09-03,GULLY,1582,short for english dialect gully knife,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
459,2022-09-21,RECAP,1909,by shortening,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
465,2022-09-27,SOGGY,1599,english dialect sog to soak,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
475,2022-10-07,DANDY,1780,"probably short for jack-a-dandy , from jack entry 1 + a (of) + dandy (origin unknown)",True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
477,2022-10-09,HOWDY,1712,alteration of how do ye,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
480,2022-10-12,IONIC,1890,ion + -ic entry 1,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
487,2022-10-19,QUIRK,1565,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
554,2022-12-25,EXTRA,1757,probably short for extraordinary,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
565,2023-01-05,SLEEK,1578,alteration of slick entry 1,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
569,2023-01-09,PIXIE,1636,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
571,2023-01-11,SEDAN,1636,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
581,2023-01-21,BLURB,1907,coined by gelett burgess,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
588,2023-01-28,FLIRT,1566,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
593,2023-02-02,SHIRK,1681,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
630,2023-03-11,EMAIL,1979,e lectronic mail,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
642,2023-03-23,STAID,1557,from past participle of stay entry 3,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
655,2023-04-05,SMASH,1725,perhaps blend of smack entry 4 and mash entry 2,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
659,2023-04-09,SNAFU,1941,s ituation n ormal a ll f ucked u p ( f ouled u p),True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
661,2023-04-11,QUALM,1530,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
667,2023-04-17,WHIFF,1591,imitative,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
669,2023-04-19,THUMP,1548,imitative,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
674,2023-04-24,DITTO,1706,derivative of ditto entry 3,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
682,2023-05-02,SULKY,1744,probably alteration of obsolete sulke sluggish,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
684,2023-05-04,GUPPY,1925,r. j. l. guppy †1916 trinidadian naturalist,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
688,2023-05-08,AGLOW,1817,a- entry 1 + glow entry 1,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
701,2023-05-21,BRASH,1566,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
708,2023-05-28,SKIMP,1775,perhaps alteration of scrimp,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
714,2023-06-03,NANNY,1785,probably of baby-talk origin,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
724,2023-06-13,PLUNK,1808,imitative,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
730,2023-06-19,KAZOO,1884,imitative,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
742,2023-07-01,BLEEP,1953,imitative,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
768,2023-07-27,DISCO,1957,short for discotheque,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
783,2023-08-11,HELLO,1834,alteration of hollo,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
793,2023-08-21,BEACH,1552,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
801,2023-08-29,CAPER,1592,perhaps shortened from capriole,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
802,2023-08-30,AUDIO,1907,independent use of audio- as adjective,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
817,2023-09-14,RAYON,1924,irregular from ray entry 2,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
841,2023-10-08,BINGE,1854,english dialect binge (to drink heavily),True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
849,2023-10-16,GRAPH,1886,short for graphic formula,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
852,2023-10-19,SPLAT,1833,obsolete splat to spread flat,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
854,2023-10-21,SMIRK,1570,derivative of smirk entry 2,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
869,2023-11-05,FLARE,1580,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
878,2023-11-14,SASSY,1833,alteration of saucy,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
886,2023-11-22,PIXEL,1965,pix + el ement,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
920,2023-12-26,PHONE,1880,by shortening,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
940,2024-01-15,LUNCH,1783,probably short for luncheon,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
951,2024-01-26,ALOOF,1608,derivative of aloof entry 2,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
959,2024-02-03,MICRO,1923,independent use of micro-,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
969,2024-02-13,SCRAM,1928,short for scramble,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
971,2024-02-15,ASCOT,1894,"ascot heath, racetrack near ascot, england",True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
972,2024-02-16,STASH,1797,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
990,2024-03-05,HUNCH,1581,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
996,2024-03-11,PESKY,1775,probably irregular from pest + -y entry 1,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1001,2024-03-16,TOXIN,1887,international scientific vocabulary,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1019,2024-04-03,PLAIT,1300,variant of pleat entry 2,False,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1030,2024-04-14,BLIMP,1916,imitative; perhaps from the sound made by striking the gas bag with the thumb,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1038,2024-04-22,LASER,1957,l ight a mplification by s timulated e mission of r adiation,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1051,2024-05-05,DECAL,1937,short for decalcomania,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1053,2024-05-07,MUSTY,1530,must entry 4,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1055,2024-05-09,JERKY,1670,jerk entry 2 + -y entry 1,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1056,2024-05-10,MEDIA,1922,plural of medium,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1069,2024-05-23,SWISH,1756,imitative,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1107,2024-06-30,BUDDY,1896,probably baby talk alteration of brother,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1119,2024-07-12,JIFFY,1779,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1125,2024-07-18,NERDY,1951,"perhaps from nerd , a creature in the children's book if i ran the zoo (1950) by dr. seuss (theodor geisel)",True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1136,2024-07-29,SUPER,1842,super-,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1159,2024-08-21,MULCH,1657,"perhaps irregular from english dialect melch soft, mild",True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1167,2024-08-29,FLUNK,1823,perhaps blend of flinch and funk,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1200,2024-10-01,MODEM,1952,mo dulator + dem odulator,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1208,2024-10-09,MOMMY,1833,alteration of mammy,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1219,2024-10-20,DICEY,1950,dice entry 1 + -y,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1222,2024-10-23,GOOFY,1916,see goof entry 1,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1223,2024-10-24,BOSSY,1882,boss entry 6,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1227,2024-10-28,BAWDY,1513,bawd + -y entry 1,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1242,2024-11-12,FLOWN,1626,archaic past participle of flow entry 1,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1245,2024-11-15,TACKY,1788,tack entry 2,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1257,2024-11-27,SLANG,1756,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1258,2024-11-28,CHOCK,1665,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1274,2024-12-14,DROOL,1802,perhaps alteration of drivel,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1275,2024-12-15,FUNKY,1680,funk offensive odor,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1294,2025-01-03,CHEAP,1517,"short for good cheap ""at a bargain"" with cheap ""price, bargain""  — more at cheap entry 3",True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1296,2025-01-05,CYBER,1992,cyber-,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1302,2025-01-11,DINGY,1656,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1311,2025-01-20,SQUID,1613,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1324,2025-02-02,CHORE,1746,alteration of chare,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1332,2025-02-10,GOODY,1559,alteration of goodwife,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1340,2025-02-18,INDIE,1928,by shortening & alteration from independent,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1355,2025-03-05,SCRUM,1848,"short for scrummage , alteration of scrimmage",True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1359,2025-03-09,GREED,1609,back-formation from greedy,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1371,2025-03-21,NUDGE,1675,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1391,2025-04-10,TURBO,1904,turbo-,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1407,2025-04-26,CLASH,1518,imitative,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1409,2025-04-28,DUMMY,1588,dumb entry 1 + -y entry 4,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1412,2025-05-01,ADEPT,1698,derivative of adept entry 2,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1416,2025-05-05,SHUSH,1925,imitative,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1419,2025-05-08,BALMY,1400,see balm,False,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1434,2025-05-23,SHUCK,1674,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1436,2025-05-25,GRIFT,1902,"grift , noun, perhaps alteration of graft",True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1452,2025-06-10,TAFFY,1817,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1459,2025-06-17,PRANK,1529,obsolete prank to play tricks,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1461,2025-06-19,CURIO,1849,short for curiosity,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1463,2025-06-21,GLADE,1535,perhaps from glad entry 1,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1464,2025-06-22,THRUM,1592,imitative,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1467,2025-06-25,COMFY,1829,comf(ortable) + -y entry 1,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1471,2025-06-29,WITTY,1100,see wit entry 2,False,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1493,2025-07-21,TIZZY,1935,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1497,2025-07-25,GOFER,1967,alteration of go for,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1504,2025-08-01,BANJO,1708,"probably of african origin; akin to kimbundu mbanza , a similar instrument",True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1522,2025-08-19,ROWDY,1832,perhaps irregular from row entry 5,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1542,2025-09-08,CHIRP,1566,imitative,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1553,2025-09-19,LATER,1200,see late entry 1,False,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1559,2025-09-25,DRAPE,1847,probably back-formation from drapery,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1561,2025-09-27,FRITZ,1899,origin unknown,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1566,2025-10-02,WIDTH,1570,wide entry 1,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1571,2025-10-07,NYLON,1938,coined word,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1579,2025-10-15,SPOOF,1889,"spoof , a hoaxing game invented by arthur roberts †1933 english comedian",True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1596,2025-11-01,MOTEL,1925,blend of motor and hotel,True,unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
